ID,NAME,URL,TELEPHONE,LONGITUDE,LATITUDE,ADDRESS_REGION,ADDRESS_LOCALITY,ADDRESS_COUNTRY
35,Castle Leslie Restaurant,http://www.castleleslie.com,+353(0)4788100,-6.895825,54.316282,Monaghan,Glaslough,Republic of Ireland
36,Marconi Restaurant,http://www.foyleshotel.com,+353(0)9521801,-10.022791,53.48865,Galway,Clifden,Republic of Ireland
85,The Lord Bagenal Restaurant,http://www.lordbagenal.com/restaurant-carlow.html,+353(0)599774000,-6.97627156679539,52.7367646658214,Carlow,Leighlinbridge,Republic of Ireland
108,Castle Murray Hotel and Restaurant,http://www.castlemurray.com,+353(0)749737022,-8.375056,54.620455,Donegal,Dunkineely,Republic of Ireland
154,The Yellow Pepper Restaurant,http://www.yellowpepperrestaurant.com,+353(0)749124133,-7.738146,54.948175,Donegal,Letterkenny,Republic of Ireland
155,Richmond House Restaurant,http://www.richmondhouse.net,+353(0)5854278,-7.846722,52.139252,Waterford,Cappoquin,Republic of Ireland
161,The Lake Room Restaurant,http://www.aghadoeheights.com,+353(0)646631766,-9.556431,52.077414,Kerry,Killarney,Republic of Ireland
162,Blind Piper Restaurant,http://www.blindpiperpub.com/,+353(0)669475126,-10.100764,51.769538,Kerry,Caherdaniel,Republic of Ireland
163,Bricín Craft Shop & Restaurant,http://www.bricin.ie,+353(0)646634902,-9.510202562583,52.0609446588225,Kerry,Killarney,Republic of Ireland
190,The Chart House Restaurant,http://www.thecharthousedingle.com,+353(0)669152255,-10.270688,52.138492,Kerry,Dingle,Republic of Ireland
218,White Gables Restaurant,http://www.whitegables.com,+353(0)91555744,-9.18053812764742,53.3380179961077,Galway,Moycullen,Republic of Ireland
231,Glasson Village Restaurant,http://glassonvillagerestaurant.ie/,+353(0)906485001,-7.863486,53.474006,Westmeath,Athlone,Republic of Ireland
235,Michelangelo Restaurant,http://www.michelangelo.ie/,+353(0)16271809,-6.53770130919269,53.3408717261853,Kildare,Celbridge,Republic of Ireland
258,Blairscove House & Restaurant,http://www.blairscove.ie,+353(0)2761127,-9.538311,51.608745,Cork,Bantry,Republic of Ireland
260,Gearoidin's Restaurant,,+353(0)238834444,-8.889883,51.623211,Cork,Clonakilty,Republic of Ireland
267,Murphy's Restaurant,,+353(0)2770244,-9.909832,51.651926,Cork,Castletownbere,Republic of Ireland
268,The Original Blarney Stone Restaurant,http://www.blarneystonerestaurant.com,+353(0)214385482,-8.566773,51.934413,Cork,Blarney,Republic of Ireland
269,O'Connor's Seafood Restaurant,http://www.oconnorseafood.com,+353(0)2755664,-9.453613,51.680211,Cork,Bantry,Republic of Ireland
270,Packie's Restaurant,,+353(0)646641508,-9.583425,51.878479,Kerry,Kenmare,Republic of Ireland
271,Scéal Eile Restaurant - Marguerite's Bakery,http://www.facebook.com/Sceal-Eile-127006777374000/,+353(0)646635066,-9.509862,52.059543,Kerry,Killarney,Republic of Ireland
273,The Cottage Restaurant,,+353(0)667130176,-9.928528,52.226203,Kerry,Tralee,Republic of Ireland
274,The Lime Tree Restaurant,http://www.limetreerestaurant.com,+353(0)646641225,-9.58217171966077,51.87830753543,Kerry,Kenmare,Republic of Ireland
275,Tung Sing Restaurant,,+353(0)214274616,-8.47115,51.898609,Cork,Cork City,Republic of Ireland
276,Wylam Chinese Restaurant,,+353(0)214341063,-8.50538,51.892378,Cork,Cork City,Republic of Ireland
277,Mac's Restaurant,http://www.macsofmainstreet.com,+353(0)646635213,-9.509407,52.058726,Kerry,Killarney,Republic of Ireland
278,B's Restaurant at Castle Hotel & Leisure Centre,http://www.castlehotel.ie/en/bs-restaurant/,+353(0)2641074,-8.95839328339764,51.9048873096783,Cork,Macroom,Republic of Ireland
309,Mulcahy's  Restaurant,http://www.mulcahys.ie,+353(0)526125054,-7.701555,52.353601,Tipperary,Clonmel,Republic of Ireland
312,The Strand Inn - Seafood Restaurant,http://www.dunmoreeast.com,+353(0)51383174,-6.994312,52.155239,Waterford,Dunmore East,Republic of Ireland
330,Courthouse Restaurant,http://www.thecourthouserest.com,+353(0)719842391,-8.285263,54.447583,Leitrim,Kinlough,Republic of Ireland
332,The Silver Tassie Restaurant,http://www.silvertassiehotel.com/dining-letterkenny.html,+353(0)749125619,-7.670483,54.986084,Donegal,Letterkenny,Republic of Ireland
336,Ginos Pizza Restaurant,http://www.facebook.com/GinosW/,+353(0)51879513,-7.111429,52.25821,Waterford,Waterford City,Republic of Ireland
351,Munster Room Restaurant at Waterford Castle,http://www.waterfordcastlehotel.com,+353(0)51878203,-7.059379,52.253377,Waterford,Waterford City,Republic of Ireland
363,Pats Craft Shop & Restaurant,http://www.patscraftshop.com,+353(0)669477601,-10.098386,52.012986,Kerry,Kells,Republic of Ireland
374,Fenton's Restaurant,http://www.fentonsrestaurantdingle.com/,+353(0)669152172,-10.271669,52.140025,Kerry,Dingle,Republic of Ireland
391,Amicus Restaurant,http://www.amicusrestaurant.ie,+353(0)214276455,-8.474645,51.899198,Cork,Cork City,Republic of Ireland
403,Nick's Restaurant,,+353(0)669761219,-9.785164,52.106165,Kerry,Killorglin,Republic of Ireland
406,Coach Lane Restaurant,http://www.coachlane.com,+353(0)719162417,-8.480476,54.271705,Sligo,Sligo Town,Republic of Ireland
413,Gaby's Seafood Restaurant,,+353(0)646632519,-9.510169,52.061066,Kerry,Killarney,Republic of Ireland
422,Doyle's Seafood Restaurant,http://www.doylesofdingle.ie,+353(0)669152674,-10.26656,52.140689,Kerry,Dingle,Republic of Ireland
429,Annalee Restaurant,http://www.hotelkilmore.ie/annalee-restaurant.html,+353(0)494332288,-7.322566,53.986931,Cavan,Cavan Town,Republic of Ireland
430,CJ's Restaurant,http://www.thelandmarkhotel.com,+353(0)719622222,-8.092845,53.94355,Leitrim,Carrick-On-Shannon,Republic of Ireland
436,Beaches Restaurant at Kelly's Resort Hotel,http://www.kellys.ie,+353(0)539132114,-6.387774,52.275493,Wexford,Rosslare,Republic of Ireland
441,Lemon Tree Restaurant,http://www.thelemontreerestaurant.com/,+353(0)749125788,-7.738529,54.948332,Donegal,Letterkenny,Republic of Ireland
458,The Galleon Restaurant,http://thegalleonrestaurant.ie/,+353(0)91522963,-9.075967,53.260369,Galway,Salthill,Republic of Ireland
471,Sol Rio Restaurant,http://www.solrio.ie,+353(0)9828944,-9.522386,53.799089,Mayo,Westport,Republic of Ireland
480,The Hazelwood Restaurant at The Sligo Park Hotel,http://www.leehotels.com,+353(0)719190400,-8.470572,54.254178,Sligo,Sligo Town,Republic of Ireland
502,Acorn Restaurant,http://www.castleoaks.ie,+353(0)61377666,-8.4931555268555,52.7155214608249,Limerick,Castleconnell,Republic of Ireland
504,The Wild Geese Restaurant,http://www.bookatable.com,+353(0)61396451,-8.787281,52.564734,Limerick,Adare,Republic of Ireland
505,Conall Cearnach Restaurant,http://www.slieverussell.ie,+353(0)499526444,-7.55709645501713,54.0968877445894,Cavan,Ballyconnell,Republic of Ireland
526,Cullinan's Restaurant & Guesthouse,http://www.cullinansdoolin.com,+353(0)657074183,-9.377322,53.01641,Clare,Doolin,Republic of Ireland
530,Derg Room Restaurant,http://www.lakesidehotel.ie/dining-killaloe,+353(0)61376122,-8.444087,52.810485,Tipperary,Killaloe,Republic of Ireland
536,Byrnes Restaurant,http://www.byrnes-ennistymon.ie/,+353(0)657071080,-9.29352988372091,52.9397012120524,Clare,Ennistymon,Republic of Ireland
539,Vaughans Anchor Inn,http://www.vaughans.ie/restaurant.htm,+353(0)657081548,-9.391002,52.938804,Clare,Liscannor,Republic of Ireland
543,Legends Restaurant,http://www.templegatehotel.com,+353(0)666823300,-8.981726,52.843523,Clare,Ennis,Republic of Ireland
546,Galway Bakery Company Restaurant and Coffee Shop,http://www.facebook.com/GBC,+353(0)91563087,-9.05079,53.274075,Galway,Galway City,Republic of Ireland
573,Bofey Quinns Restaurant,http://www.bofeyquinns.weebly.com,+353(0)656837321,-9.06522,52.94515,Clare,Corofin,Republic of Ireland
576,Muckross Park Hotel Restaurant,http://www.muckrosspark.com,+353(0)646631938,-9.48982,52.024808,Kerry,Killarney,Republic of Ireland
591,The Galway Plate Restaurant,http://www.facebook.com/galwayplate/,+353(0)91770589,-9.017215,53.294094,Galway,Galway City,Republic of Ireland
615,Weeping Thaiger Restaurant,https://www.facebook.com/weepingthaiger?fref=ts,+353(0)599137000,-6.936515,52.836543,Carlow,Mill Lane ,Republic of Ireland
620,Moghul Indian Restaurant,,+353(0)2755799,-9.450216,51.680015,Cork,Bantry,Republic of Ireland
622,The Bakehouse Restaurant,http://www.bakehouse.ie/,+353(0)61382475,-8.548111,52.474757,Limerick,Bruff,Republic of Ireland
630,Fisher Street Restaurant,http://www.actonshotelkinsale.com,+353(0)214779900,-8.521201,51.703315,Cork,Kinsale,Republic of Ireland
633,La Cascade Restaurant,http://www.sheenfallslodge.ie,+353(0)646641600,-9.563494,51.8743,Kerry,Kenmare,Republic of Ireland
653,Caisleáin Oir Restaurant,http://www.caisleainoir.ie,+353(0)749548113,-8.325378,55.020816,Donegal,Annagry,Republic of Ireland
655,Lemongrass Asian Restaurant,http://www.lemongrass.ie,+353(0)599139392,-6.930446,52.83502,Carlow,Carlow Town,Republic of Ireland
668,The Cliff Restaurant,,+353(0)6827777,-9.673277,52.514457,Kerry,Ballybunion,Republic of Ireland
712,Castlelough Restaurant,http://www.lakehotel.com,+353(0)646631035,-9.499802,52.038296,Kerry,Killarney,Republic of Ireland
715,Barnabrow Country House,http://www.barnabrowhouse.ie/restaurant/,+353(0)214652534,-8.088801,51.869017,Cork,Midleton,Republic of Ireland
747,Ripple's Restaurant,http://www.facebook.com/Ripples-Restaurant-230762570335285/,+353(0)749150110,-7.671082,55.13863,Donegal,Kerrykeel,Republic of Ireland
761,Bon Appetit Restaurant,http://www.bonappetit.ie,+353(0)18450314,-6.151899,53.451642,Dublin,Malahide,Republic of Ireland
772,Chapter One Restaurant,http://www.chapteronerestaurant.com,+353(0)18732266,-6.263985,53.354366,Dublin,Dublin City,Republic of Ireland
773,Coachman's Inn Restaurant,,+353(0)18401227,-6.229251,53.432459,Dublin,Dublin City,Republic of Ireland
783,FXB Restaurant Monkstown,http://www.fxbuckley.ie/contact-us/,+353(0)12846187,-6.153444,53.294065,Dublin,Monkstown,Republic of Ireland
784,FXB Steak & Seafood Restaurant Pembroke Street,http://www.fxbuckley.ie/pembroke/,+353(0)16764606,-6.25180869501492,53.337509355893,Dublin,Dublin City,Republic of Ireland
786,Govinda's Restaurant,http://www.govindas.ie,+353(0)14750309,-6.265299,53.341158,Dublin,Dublin city centre,Republic of Ireland
788,Il Vignardo Restaurant,http://www.beresfordhotelifsc.com/en/restaurant/,+353(0)18134700,-6.252751,53.350087,Dublin,Dublin City,Republic of Ireland
795,Lalis Restaurant,,+353(0)18464044,-6.125109,53.432469,Dublin,Portmarnock,Republic of Ireland
797,Les Freres Jacques Restaurant,http://www.lesfreresjacques.com,+353(0)16794555,-6.266237,53.344313,Dublin,Dublin City,Republic of Ireland
809,Alex Restaurant,http://conradhotels3.hilton.com/en/hotels/ireland/conrad-dublin-DUBHCCI/index.html,+353(0)16028900,-6.257232,53.334945,Dublin,Dublin city centre,Republic of Ireland
823,Trocadero Restaurant,http://www.trocadero.ie/,+353(0)16775545,-6.261744,53.343382,Dublin,Dublin City,Republic of Ireland
835,Mao Restaurant,http://www.mymao.ie,+353(0)16704899,-6.262594,53.341098,Dublin,Dublin City,Republic of Ireland
855,"Kilkenny Shop, Cafe & Restaurant",http://www.kilkennyshop.com,+353(0)16777075,-6.255074,53.342141,Dublin,Dublin City,Republic of Ireland
867,El Bahia Moroccan Restaurant,http://www.elbahia.com,+353(0)16770213,-6.260771,53.342803,Dublin,37 Wicklow Street,Republic of Ireland
880,Comara Restaurant,,+353(0)2771111,-9.910071,51.651769,Cork,Castletownbere,Republic of Ireland
1028,Tyrrellspass Castle Restaurant,https://www.facebook.com/tyrrellspasscastle/,+353(0)449223105,-7.38146850354303,53.3861203795529,Westmeath,Tyrrellspass,Republic of Ireland
1128,Durty Nellys Loft Restaurant,http://www.durtynellys.ie,+353(0)61364861,-8.81169,52.696428,Clare,Bunratty,Republic of Ireland
1129,Durty Nellys Oyster Restaurant,http://www.durtynellys.ie,+353(0)61364861,-8.81169,52.696428,Clare,Bunratty,Republic of Ireland
1130,Flappers Restaurant,http://www.facebook.com/Flappers-Restaurant-296732780346189/,+353(0)656835711,-8.757404,52.867331,Clare,Tulla,Republic of Ireland
1133,The Cottage Restaurant Liscannor,,+353(0)657081760,-9.40122152324413,53.0253525049348,Clare,Liscannor,Republic of Ireland
1136,Greenes Restaurant,http://www.greenesrestaurant.com,+353(0)214552279,-8.468089,51.901594,Cork,Cork City,Republic of Ireland
1137,The Mill Restaurant,http://www.blarneywoollenmillshotel.com,+353(0)214385011,-8.565266,51.933237,Cork,Blarney,Republic of Ireland
1138,Gulfstream Restaurant,http://www.inchydoneyisland.com/dining.html,+353(0)238833143,-8.862292,51.597367,Cork,Clonakilty,Republic of Ireland
1144,Grill Restaurant at Silver Springs,http://www.claytonhotelsilversprings.com/dining-options/restaurant/,+353(0)214507533,-8.423457,51.904219,Cork,Tivoli,Republic of Ireland
1145,Castle Grove Country House and Restaurant,http://www.castlegrove.com,+353(0)749151118,-7.648227,54.986987,Donegal,Letterkenny,Republic of Ireland
1150,Raglan's Restaurant,http://www.ballsbridgehotel.com/dining-options/raglans-restaurant/,+353(0)16379300,-6.232693,53.330221,Dublin,Ballsbridge,Republic of Ireland
1151,Flanagans Restaurant And Pizzeria,http://www.flanagansrestaurantdublin.com/,+353(0)18731388,-6.261025,53.350309,Dublin,Dublin City Centre,Republic of Ireland
1153,Kingfisher Restaurant,http://www.kingfisherdublin.com,+353(0)18728732,-6.263301,53.351832,Dublin,Dublin City Centre,Republic of Ireland
1161,L' Ecrivain Restaurant,http://www.lecrivain.com/,+353(0)16611919,-6.248751,53.336231,Dublin,Dublin City Centre,Republic of Ireland
1162,Victoria Chinese Restaurant,,+353(0)14572389,-6.393712,53.320968,Dublin,Clondalkin,Republic of Ireland
1164,Mitchells Restaurant,http://www.mitchellsrestaurantclifden.com/,+353(0)9521867,-10.022122,53.488162,Galway,Clifden,Republic of Ireland
1166,Tulsi Restaurant Galway,http://www.facebook.com/TulsiIndianGalway/,+353(0)91564831,-9.051776,53.272196,Galway,Galway City,Republic of Ireland
1168,Foley's Seafood And Steak Restaurant,,+353(0)646631217,-9.509911,52.060817,Kerry,Killarney ,Republic of Ireland
1169,Fossa Rooftop Restaurant,,+353(0)646631497,-9.58930992304496,52.0703670623251,Kerry,Killarney ,Republic of Ireland
1170,Half Door Restaurant,http://www.facebook.com/The-Half-Door-Restaurant-201462569876802/,+353(0)669151600,-10.266645,52.140728,Kerry,Dingle,Republic of Ireland
1172,Sacre Coeur Restaurant,http://www.sacrecoeurrestaurant.com/,+353(0)646645186,-9.902949,51.838857,Kerry,Sneem,Republic of Ireland
1178,Triple House Restaurant,,+353(0)419822616,-6.271901,53.761923,Louth,Termonfeckin,Republic of Ireland
1179,Bianconi  Restaurant at the Granville,http://www.granville-hotel.ie/en/bianconi-restaurant-waterford/,+353(0)51305555,-7.112174,52.262103,Waterford,Waterford City Centre,Republic of Ireland
1180,Maxim House Restaurant,,+353(0)51875820,-7.116049,52.262431,Waterford,Waterford City,Republic of Ireland
1495,Treacy's Restaurant,http://www.treacys.ie,+353(0)578646539,-7.217094,53.067811,Laois,Portlaoise,Republic of Ireland
1516,Ye Olde Coopers Inn & Loft Restaurant,,+353(0)539158942,-6.455567,52.256681,Wexford,Rosslare,Republic of Ireland
1519,Germaine's of Baltinglass,http://www.germaines.ie/dining_eating_in_wicklow/restaurant.html,+353(0)596481783,-6.707448,52.941407,Wicklow,Baltinglass,Republic of Ireland
1529,One Pico Restaurant,http://www.onepico.com,+353(0)16760300,-6.257302,53.340583,Dublin,Dublin City Centre,Republic of Ireland
1533,China Garden Restaurant,,+353(0)469022621,-6.688524,53.652001,Meath,Navan,Republic of Ireland
1535,Jasmine Palace Restaurant,http://www.jasminepalace.ie,+353(0)61412484,-8.628329,52.661991,Limerick,Limerick City,Republic of Ireland
1537,Silks Restaurant,,+353(0)18453331,-6.151677,53.450704,Dublin,Malahide,Republic of Ireland
1538,The Amber Court Chinese Restaurant & Take Away,http://ambercourtmullingar.com,+353(0)449341241,-7.34588178769684,53.5246087073752,Westmeath,Mullingar,Republic of Ireland
1539,Wongs Chinese Restaurant Clontarf Road,http://www.wongs.ie/,+353(0)18334400,-6.173452,53.366929,Dublin,Clontarf,Republic of Ireland
1540,Yung's Restaurant,,+353(0)12842156,-6.129808,53.289714,Dublin,Dún Laoghaire,Republic of Ireland
1541,The Blue Haven Bistro & Restaurant,http://www.bluehavenkinsale.com/,+353(0)214772209,-8.522925,51.706425,Cork,Kinsale,Republic of Ireland
1542,Coast  Restaurant,http://www.thegrand.ie,+353(0)18450000,-6.147441,53.450745,Dublin,Malahide,Republic of Ireland
1543,Deerfields Restaurant,http://www.clareinnhotel.com/index.html,+353(0)61368161,-8.914757,52.788968,Clare,Newmarket-on-fergus,Republic of Ireland
1544,Seasons Restaurant,http://www.whitford.ie,+353(0)539143444,-6.460584,52.336598,Wexford,Wexford Town,Republic of Ireland
1546,Old Mill Restaurant,http://oldmilltemplebar.com/,+353(0)16719262,-6.262958,53.345655,Dublin,Dublin City,Republic of Ireland
1547,The Barn Restaurant,http://www.barn-restaurant.com/,+353(0)214866211,-8.417678,51.919002,Cork,Glanmire,Republic of Ireland
1549,Bombay Palace Restaurant,http://www.bombaypalace.ie,+353(0)214273366,-8.471536,51.897328,Cork,Cork City ,Republic of Ireland
1551,Punjabi by Nature Indian Restaurant & Takeaway,http://www.punjabibynature.ie,+353(0)14960808,-6.255696,53.325786,Dublin,Ranelagh,Republic of Ireland
1552,Saagar Indian Restaurant,http://www.saagarindianrestaurants.com,+353(0)14755012,-6.263579,53.336351,Dublin,Dublin City,Republic of Ireland
1553,Tulsi Restaurant Castlebar,http://www.tulsirestaurantcastlebar.com,+353(0)949025066,-9.29491655092624,53.8583178927162,Mayo,Castlebar,Republic of Ireland
1555,Innfusion Restaurant,http://www.jurysinns.com,+353(0)214943000,-8.464113,51.899415,Cork,Cork City,Republic of Ireland
1558,Isaac's Restaurant,http://www.isaacsrestaurant.ie,+353(0)214503805,-8.468089,51.901594,Cork,Cork City,Republic of Ireland
1561,Orchids Restaurant,http://www.hayfieldmanor.ie/orchids-cork-city-restaurant,+353(0)214845900,-8.490156,51.890985,Cork,Cork City,Republic of Ireland
1562,Hanora D Restaurant,http://www.lucanspahotel.ie/diningatlucanspa.html,+353(0)16280494,-6.463761,53.355392,Dublin,Lucan,Republic of Ireland
1564,The Shack Restaurant,http://www.shackrestaurant.ie,+353(0)16790043,-6.264393,53.34541,Dublin,Dublin City Centre,Republic of Ireland
1565,Boluisce Restaurant,,+353(0)91553286,-9.30654,53.244375,Galway,Spiddal,Republic of Ireland
1570,The Arches Restaurant,,+353(0)61396246,-8.791493,52.564057,Limerick,Adare,Republic of Ireland
1572,Porters Restaurant,http://www.radissonblu.ie/hotel-limerick,+353(0)61456200,-8.710108,52.684376,Limerick,Limerick,Republic of Ireland
1574,The Restaurant at the Abbey Hotel,http://www.abbeyhotel.ie/food-and-wine.html,+353(0)906626240,-8.193698,53.624746,Roscommon,Roscommon Town,Republic of Ireland
